Site,Date,Depth,Transect,Species,Size,Status,Number Observations,Notes
Tung Ping Chau,2024-11-06,4_5_m,T1,Pavona decussata,Large,Pigmented,17,
Tung Ping Chau,2024-11-06,4_5_m,T1,Pavona decussata,Medium,Pigmented,13,
Tung Ping Chau,2024-11-06,4_5_m,T1,Pavona decussata,Small,Partial bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Goniopora columna or sp.,Large,Pigmented,2,
Tung Ping Chau,2024-11-06,4_5_m,T1,Goniopora columna or sp.,Medium,Pigmented,2,
Tung Ping Chau,2024-11-06,4_5_m,T1,Goniopora columna or sp.,Small,Pigmented,7,
Tung Ping Chau,2024-11-06,4_5_m,T1,Dipsastraea rotumana / speciosa,Medium,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Dipsastraea rotumana / speciosa,Medium,Partial bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Dipsastraea rotumana / speciosa,Small,Pigmented,3,
Tung Ping Chau,2024-11-06,4_5_m,T1,Dipsastraea rotumana / speciosa,Small,Partial bleached,2,
Tung Ping Chau,2024-11-06,4_5_m,T1,Dipsastraea rotumana / speciosa,Small,Dead,4,
Tung Ping Chau,2024-11-06,4_5_m,T1,Favites pentagona,Medium,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Favites pentagona,Small,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Favites pentagona,Small,Dead,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Favites abdita or sp.,Medium,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Favites abdita or sp.,Medium,Partial bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Favites abdita or sp.,Medium,Dead,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Favites abdita or sp.,Small,Pigmented,2,
Tung Ping Chau,2024-11-06,4_5_m,T1,Favites abdita or sp.,Small,Dead,3,
Tung Ping Chau,2024-11-06,4_5_m,T1,Favites chinensis  / Gonia aspera,Medium,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Favites chinensis  / Gonia aspera,Small,Pigmented,2,
Tung Ping Chau,2024-11-06,4_5_m,T1,Psammocora superficialis,Medium,Pigmented,2,
Tung Ping Chau,2024-11-06,4_5_m,T1,Montipora peltiformis,Large,Partial bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Montipora peltiformis,Medium,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Unknown,Small,Uncategorised,1,
Tung Ping Chau,2024-11-06,4_5_m,T1,Unknown,Large,Pigmented,2,These 4 unknown coral colonies are clearly the same. But I can't identify
Tung Ping Chau,2024-11-06,4_5_m,T1,Unknown,Medium,Pigmented,2,
Tung Ping Chau,2024-11-06,4_5_m,T1,Acropora digitifera / tumida,Medium,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T2,Porites lutea,Medium,Pigmented,9,
Tung Ping Chau,2024-11-06,4_5_m,T2,Porites lutea,Medium,Partial bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T2,Porites lutea,Small,Pigmented,25,
Tung Ping Chau,2024-11-06,4_5_m,T2,Porites lutea,Small,Partial bleached,11,
Tung Ping Chau,2024-11-06,4_5_m,T2,Porites lutea,Small,Bleached,1,Partial bleach and kind of partial mortality 
Tung Ping Chau,2024-11-06,4_5_m,T2,Platygyra carnosus / acuta,Large,Pigmented,5,
Tung Ping Chau,2024-11-06,4_5_m,T2,Platygyra carnosus / acuta,Medium,Pigmented,6,
Tung Ping Chau,2024-11-06,4_5_m,T2,Platygyra carnosus / acuta,Medium,Partial bleached,6,
Tung Ping Chau,2024-11-06,4_5_m,T2,Platygyra carnosus / acuta,Small,Pigmented,2,
Tung Ping Chau,2024-11-06,4_5_m,T2,Platygyra carnosus / acuta,Small,Partial bleached,3,
Tung Ping Chau,2024-11-06,4_5_m,T2,Pavona decussata,Large,Pigmented,15,
Tung Ping Chau,2024-11-06,4_5_m,T2,Pavona decussata,Medium,Pigmented,15,
Tung Ping Chau,2024-11-06,4_5_m,T2,Pavona decussata,Medium,Partial bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T2,Pavona decussata,Small,Pigmented,17,
Tung Ping Chau,2024-11-06,4_5_m,T2,Goniopora columna or sp.,Medium,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T2,Goniopora columna or sp.,Small,Pigmented,6,
Tung Ping Chau,2024-11-06,4_5_m,T2,Goniopora columna or sp.,Small,Partial bleached,2,
Tung Ping Chau,2024-11-06,4_5_m,T2,Goniopora columna or sp.,Small,Bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T2,Dipsastraea rotumana / speciosa,Medium,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T2,Dipsastraea rotumana / speciosa,Medium,Dead,4,
Tung Ping Chau,2024-11-06,4_5_m,T2,Dipsastraea rotumana / speciosa,Small,Pigmented,6,
Tung Ping Chau,2024-11-06,4_5_m,T2,Dipsastraea rotumana / speciosa,Small,Partial bleached,4,
Tung Ping Chau,2024-11-06,4_5_m,T2,Dipsastraea rotumana / speciosa,Small,Dead,7,
Tung Ping Chau,2024-11-06,4_5_m,T2,Favites pentagona,Medium,Dead,1,
Tung Ping Chau,2024-11-06,4_5_m,T2,Favites pentagona,Small,Pigmented,2,
Tung Ping Chau,2024-11-06,4_5_m,T2,Favites pentagona,Small,Dead,4,
Tung Ping Chau,2024-11-06,4_5_m,T2,Favites abdita or sp.,Medium,Pigmented,2,
Tung Ping Chau,2024-11-06,4_5_m,T2,Favites abdita or sp.,Small,Pigmented,3,
Tung Ping Chau,2024-11-06,4_5_m,T2,Favites abdita or sp.,Small,Partial bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T2,Favites abdita or sp.,Small,Dead,5,
Tung Ping Chau,2024-11-06,4_5_m,T2,Favites chinensis  / Gonia aspera,Medium,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T2,Favites chinensis  / Gonia aspera,Small,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T2,Psammocora superficialis,Medium,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T2,Psammocora superficialis,Medium,Partial bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T2,Unknown,Large,Partial bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T2,Unknown,Medium,Uncategorised,1,Impossible to determine because I don't know normal pigmentation
Tung Ping Chau,2024-11-06,4_5_m,T2,Unknown,Small,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T2,Montipora peltiformis,Large,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T3,Porites lutea,Large,Partial bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T3,Porites lutea,Medium,Pigmented,7,
Tung Ping Chau,2024-11-06,4_5_m,T3,Porites lutea,Medium,Partial bleached,4,
Tung Ping Chau,2024-11-06,4_5_m,T3,Porites lutea,Small,Pigmented,15,
Tung Ping Chau,2024-11-06,4_5_m,T3,Porites lutea,Small,Partial bleached,5,
Tung Ping Chau,2024-11-06,4_5_m,T3,Platygyra carnosus / acuta,Large,Pigmented,4,
Tung Ping Chau,2024-11-06,4_5_m,T3,Platygyra carnosus / acuta,Large,Partial bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T3,Platygyra carnosus / acuta,Medium,Pigmented,13,
Tung Ping Chau,2024-11-06,4_5_m,T3,Platygyra carnosus / acuta,Medium,Partial bleached,8,
Tung Ping Chau,2024-11-06,4_5_m,T3,Platygyra carnosus / acuta,Medium,Bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T3,Platygyra carnosus / acuta,Small,Pigmented,11,
Tung Ping Chau,2024-11-06,4_5_m,T3,Platygyra carnosus / acuta,Small,Partial bleached,3,
Tung Ping Chau,2024-11-06,4_5_m,T3,Pavona decussata,Large,Pigmented,29,
Tung Ping Chau,2024-11-06,4_5_m,T3,Pavona decussata,Medium,Pigmented,14,
Tung Ping Chau,2024-11-06,4_5_m,T3,Pavona decussata,Small,Pigmented,17,
Tung Ping Chau,2024-11-06,4_5_m,T3,Goniopora columna or sp.,Medium,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T3,Dipsastraea rotumana / speciosa,Medium,Dead,1,
Tung Ping Chau,2024-11-06,4_5_m,T3,Dipsastraea rotumana / speciosa,Small,Pigmented,5,
Tung Ping Chau,2024-11-06,4_5_m,T3,Dipsastraea rotumana / speciosa,Small,Dead,10,
Tung Ping Chau,2024-11-06,4_5_m,T3,Favites pentagona,Small,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T3,Favites abdita or sp.,Large,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T3,Favites abdita or sp.,Small,Pigmented,5,
Tung Ping Chau,2024-11-06,4_5_m,T3,Favites abdita or sp.,Small,Dead,3,
Tung Ping Chau,2024-11-06,4_5_m,T3,Favites chinensis  / Gonia aspera,Large,Partial bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T3,Favites chinensis  / Gonia aspera,Medium,Pigmented,1,
Tung Ping Chau,2024-11-06,4_5_m,T3,Cyphastrea serailia / japonica,Medium,Partial bleached,1,
Tung Ping Chau,2024-11-06,4_5_m,T3,Galaxea fascicularis / astreata,Large,Pigmented,1,"Green Colour of a coral I don't know so impossible to know. After seeing this colony in another picture, I concluded it is a Galaxea fascicularis!"
Tung Ping Chau,2024-11-06,4_5_m,T3,Unknown,Medium,Uncategorised,2,
Tung Ping Chau,2024-11-06,4_5_m,T3,Dead unknown,Small,Dead,1,
Tung Ping Chau,2024-11-06,4_5_m,T3,Psammocora superficialis,Medium,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T1,Porites lutea,Medium,Pigmented,1,Be careful transect direction…
Bluff Island,2024-11-05,4_5_m,T1,Porites lutea,Small,Pigmented,4,
Bluff Island,2024-11-05,4_5_m,T1,Pavona decussata,Large,Pigmented,3,
Bluff Island,2024-11-05,4_5_m,T1,Pavona decussata,Medium,Pigmented,11,
Bluff Island,2024-11-05,4_5_m,T1,Pavona decussata,Medium,Partial bleached,1,
Bluff Island,2024-11-05,4_5_m,T1,Pavona decussata,Small,Pigmented,17,
Bluff Island,2024-11-05,4_5_m,T1,Goniopora columna or sp.,Large,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T1,Goniopora columna or sp.,Medium,Pigmented,3,
Bluff Island,2024-11-05,4_5_m,T1,Goniopora columna or sp.,Medium,Partial bleached,1,
Bluff Island,2024-11-05,4_5_m,T1,Goniopora columna or sp.,Small,Pigmented,4,
Bluff Island,2024-11-05,4_5_m,T1,Dipsastraea rotumana / speciosa,Medium,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T1,Favites chinensis  / Gonia aspera,Small,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T1,Psammocora superficialis,Large,Pigmented,2,
Bluff Island,2024-11-05,4_5_m,T1,Psammocora superficialis,Medium,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T1,Psammocora superficialis,Small,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T1,Psammocora superficialis,Small,Partial bleached,1,
Bluff Island,2024-11-05,4_5_m,T1,Montipora peltiformis,Large,Pigmented,3,
Bluff Island,2024-11-05,4_5_m,T1,Montipora peltiformis,Medium,Pigmented,3,
Bluff Island,2024-11-05,4_5_m,T1,Montipora peltiformis,Small,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T1,Acropora digitifera / tumida,Large,Pigmented,5,
Bluff Island,2024-11-05,4_5_m,T1,Acropora digitifera / tumida,Medium,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T1,Acropora pruniosa / solitiariensis,Large,Pigmented,2,
Bluff Island,2024-11-05,4_5_m,T1,Porites aranetai / deformis,Medium,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T1,Dead unknown,Small,Dead,1,
Bluff Island,2024-11-05,4_5_m,T2,Porites lutea,Medium,Pigmented,3,
Bluff Island,2024-11-05,4_5_m,T2,Porites lutea,Small,Pigmented,7,
Bluff Island,2024-11-05,4_5_m,T2,Porites lutea,Small,Dead,1,
Bluff Island,2024-11-05,4_5_m,T2,Platygyra carnosus / acuta,Small,Partial bleached,1,
Bluff Island,2024-11-05,4_5_m,T2,Pavona decussata,Large,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T2,Pavona decussata,Medium,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T2,Pavona decussata,Small,Pigmented,2,
Bluff Island,2024-11-05,4_5_m,T2,Goniopora columna or sp.,Large,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T2,Goniopora columna or sp.,Medium,Pigmented,4,
Bluff Island,2024-11-05,4_5_m,T2,Goniopora columna or sp.,Small,Pigmented,6,
Bluff Island,2024-11-05,4_5_m,T2,Dipsastraea rotumana / speciosa,Small,Dead,1,
Bluff Island,2024-11-05,4_5_m,T2,Unknown,Small,Pigmented,1,It might be a Platygyra but I am not sure. 
Bluff Island,2024-11-05,4_5_m,T2,Cyphastrea serailia / japonica,Small,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T3,Porites lutea,Small,Pigmented,4,"Be careful, Transect fell into a coral restoration site. We decided to keep the transect because there were very few corals and because we are working on relative bleaching values, we decided to go on. In the restoration site there were mainly Acropora digitifera and 2 or 3 Pavonas."
Bluff Island,2024-11-05,4_5_m,T3,Porites lutea,Small,Dead,1,
Bluff Island,2024-11-05,4_5_m,T3,Pavona decussata,Medium,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T3,Pavona decussata,Small,Pigmented,10,
Bluff Island,2024-11-05,4_5_m,T3,Dipsastraea rotumana / speciosa,Small,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T3,Favites abdita or sp.,Small,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T3,Favites chinensis  / Gonia aspera,Large,Pigmented,1,
Bluff Island,2024-11-05,4_5_m,T3,Favites chinensis  / Gonia aspera,Medium,Pigmented,2,
Bluff Island,2024-11-05,4_5_m,T3,Favites chinensis  / Gonia aspera,Medium,Dead,1,
Bluff Island,2024-11-05,4_5_m,T3,Favites chinensis  / Gonia aspera,Small,Pigmented,3,
Bluff Island,2024-11-05,4_5_m,T3,Acropora digitifera / tumida,Small,Pigmented,27,"There might be a confusion with the Acroporas. When they are juveniles, very difficult to differentiate. Perhaps we will pool them together to avoid problems. "
Bluff Island,2024-11-05,4_5_m,T3,Acropora pruniosa / solitiariensis,Small,Pigmented,5,
Bluff Island,2024-11-05,4_5_m,T3,Porites aranetai / deformis,Small,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T1,Porites lutea,Medium,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T1,Porites lutea,Small,Pigmented,3,
Bluff Island,2024-11-05,2_3_m,T1,Pavona decussata,Large,Pigmented,4,
Bluff Island,2024-11-05,2_3_m,T1,Pavona decussata,Medium,Pigmented,9,
Bluff Island,2024-11-05,2_3_m,T1,Pavona decussata,Small,Pigmented,9,
Bluff Island,2024-11-05,2_3_m,T1,Favites abdita or sp.,Medium,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T1,Psammocora superficialis,Large,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T1,Psammocora superficialis,Small,Pigmented,3,
Bluff Island,2024-11-05,2_3_m,T1,Montipora peltiformis,Large,Pigmented,2,
Bluff Island,2024-11-05,2_3_m,T1,Montipora peltiformis,Medium,Pigmented,3,
Bluff Island,2024-11-05,2_3_m,T1,Montipora peltiformis,Small,Pigmented,3,
Bluff Island,2024-11-05,2_3_m,T1,Acropora digitifera / tumida,Large,Pigmented,3,
Bluff Island,2024-11-05,2_3_m,T1,Acropora digitifera / tumida,Medium,Pigmented,6,
Bluff Island,2024-11-05,2_3_m,T1,Acropora digitifera / tumida,Small,Pigmented,3,
Bluff Island,2024-11-05,2_3_m,T1,Acropora pruniosa / solitiariensis,Medium,Pigmented,2,
Bluff Island,2024-11-05,2_3_m,T1,Acropora pruniosa / solitiariensis,Small,Pigmented,2,
Bluff Island,2024-11-05,2_3_m,T1,Porites aranetai / deformis,Medium,Pigmented,3,
Bluff Island,2024-11-05,2_3_m,T2,Porites lutea,Large,Pigmented,3,
Bluff Island,2024-11-05,2_3_m,T2,Porites lutea,Medium,Pigmented,15,
Bluff Island,2024-11-05,2_3_m,T2,Porites lutea,Medium,Partial bleached,1,
Bluff Island,2024-11-05,2_3_m,T2,Porites lutea,Small,Pigmented,26,
Bluff Island,2024-11-05,2_3_m,T2,Platygyra carnosus / acuta,Medium,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T2,Platygyra carnosus / acuta,Small,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T2,Platygyra carnosus / acuta,Small,Partial bleached,3,
Bluff Island,2024-11-05,2_3_m,T2,Pavona decussata,Large,Pigmented,8,
Bluff Island,2024-11-05,2_3_m,T2,Pavona decussata,Medium,Pigmented,2,
Bluff Island,2024-11-05,2_3_m,T2,Pavona decussata,Small,Pigmented,7,
Bluff Island,2024-11-05,2_3_m,T2,Dipsastraea rotumana / speciosa,Small,Dead,1,
Bluff Island,2024-11-05,2_3_m,T2,Favites abdita or sp.,Medium,Pigmented,2,
Bluff Island,2024-11-05,2_3_m,T2,Favites abdita or sp.,Small,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T2,Favites chinensis  / Gonia aspera,Medium,Pigmented,2,
Bluff Island,2024-11-05,2_3_m,T2,Favites chinensis  / Gonia aspera,Small,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T2,Psammocora superficialis,Medium,Pigmented,2,
Bluff Island,2024-11-05,2_3_m,T2,Psammocora superficialis,Small,Pigmented,2,
Bluff Island,2024-11-05,2_3_m,T2,Montipora peltiformis,Medium,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T2,Acropora digitifera / tumida,Large,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T2,Acropora digitifera / tumida,Medium,Pigmented,4,
Bluff Island,2024-11-05,2_3_m,T2,Acropora digitifera / tumida,Small,Pigmented,2,
Bluff Island,2024-11-05,2_3_m,T2,Porites aranetai / deformis,Medium,Pigmented,2,
Bluff Island,2024-11-05,2_3_m,T2,Porites aranetai / deformis,Small,Pigmented,2,
Bluff Island,2024-11-05,2_3_m,T3,Porites lutea,Large,Pigmented,14,
Bluff Island,2024-11-05,2_3_m,T3,Porites lutea,Medium,Pigmented,34,
Bluff Island,2024-11-05,2_3_m,T3,Porites lutea,Small,Pigmented,25,
Bluff Island,2024-11-05,2_3_m,T3,Platygyra carnosus / acuta,Medium,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T3,Platygyra carnosus / acuta,Medium,Partial bleached,1,
Bluff Island,2024-11-05,2_3_m,T3,Platygyra carnosus / acuta,Small,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T3,Pavona decussata,Large,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T3,Pavona decussata,Medium,Pigmented,6,
Bluff Island,2024-11-05,2_3_m,T3,Pavona decussata,Medium,Partial bleached,1,
Bluff Island,2024-11-05,2_3_m,T3,Pavona decussata,Small,Pigmented,4,
Bluff Island,2024-11-05,2_3_m,T3,Dipsastraea rotumana / speciosa,Medium,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T3,Dipsastraea rotumana / speciosa,Small,Pigmented,3,
Bluff Island,2024-11-05,2_3_m,T3,Dipsastraea rotumana / speciosa,Small,Partial bleached,1,
Bluff Island,2024-11-05,2_3_m,T3,Dipsastraea rotumana / speciosa,Small,Dead,6,
Bluff Island,2024-11-05,2_3_m,T3,Favites pentagona,Medium,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T3,Favites pentagona,Small,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T3,Favites pentagona,Small,Dead,1,
Bluff Island,2024-11-05,2_3_m,T3,Favites abdita or sp.,Medium,Dead,2,
Bluff Island,2024-11-05,2_3_m,T3,Favites abdita or sp.,Small,Pigmented,5,
Bluff Island,2024-11-05,2_3_m,T3,Favites abdita or sp.,Small,Partial bleached,1,
Bluff Island,2024-11-05,2_3_m,T3,Favites abdita or sp.,Small,Dead,4,
Bluff Island,2024-11-05,2_3_m,T3,Favites chinensis  / Gonia aspera,Large,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T3,Favites chinensis  / Gonia aspera,Medium,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T3,Favites chinensis  / Gonia aspera,Small,Pigmented,4,
Bluff Island,2024-11-05,2_3_m,T3,Favites chinensis  / Gonia aspera,Small,Dead,3,
Bluff Island,2024-11-05,2_3_m,T3,Psammocora superficialis,Large,Partial bleached,1,Partially dead bleached and healthy. So confusing!
Bluff Island,2024-11-05,2_3_m,T3,Psammocora superficialis,Medium,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T3,Psammocora superficialis,Medium,Partial bleached,1,
Bluff Island,2024-11-05,2_3_m,T3,Psammocora superficialis,Small,Pigmented,2,
Bluff Island,2024-11-05,2_3_m,T3,Montipora peltiformis,Medium,Pigmented,3,
Bluff Island,2024-11-05,2_3_m,T3,Acropora digitifera / tumida,Large,Pigmented,2,
Bluff Island,2024-11-05,2_3_m,T3,Porites aranetai / deformis,Large,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T3,Porites aranetai / deformis,Medium,Pigmented,1,
Bluff Island,2024-11-05,2_3_m,T3,Porites aranetai / deformis,Small,Pigmented,4,
Bluff Island,2024-08-05,4_5_m,T1,Porites lutea,Small,Pigmented,3,I'm pretty confident that analysing 1-2 m might make a difference
Bluff Island,2024-08-05,4_5_m,T1,Porites lutea,Small,Partial bleached,2,
Bluff Island,2024-08-05,4_5_m,T1,Pavona decussata,Medium,Pigmented,1,
Bluff Island,2024-08-05,4_5_m,T1,Pavona decussata,Medium,Partial bleached,1,
Bluff Island,2024-08-05,4_5_m,T1,Goniopora columna or sp.,Medium,Pigmented,4,
Bluff Island,2024-08-05,4_5_m,T1,Goniopora columna or sp.,Small,Pigmented,2,
Bluff Island,2024-08-05,4_5_m,T1,Favites abdita or sp.,Small,Pigmented,1,
Bluff Island,2024-08-05,4_5_m,T1,Favites abdita or sp.,Small,Partial bleached,1,
Bluff Island,2024-08-05,4_5_m,T1,Cyphastrea serailia / japonica,Medium,Partial bleached,1,
Bluff Island,2024-08-05,4_5_m,T1,Acropora digitifera / tumida,Large,Pigmented,5,
Bluff Island,2024-08-05,4_5_m,T1,Acropora digitifera / tumida,Medium,Pigmented,10,
Bluff Island,2024-08-05,4_5_m,T1,Acropora digitifera / tumida,Medium,Partial bleached,3,
Bluff Island,2024-08-05,4_5_m,T1,Acropora digitifera / tumida,Small,Pigmented,9,
Bluff Island,2024-08-05,4_5_m,T1,Acropora digitifera / tumida,Small,Partial bleached,1,
Bluff Island,2024-08-05,4_5_m,T1,Acropora pruniosa / solitiariensis,Medium,Pigmented,2,
Bluff Island,2024-08-05,4_5_m,T1,Acropora pruniosa / solitiariensis,Small,Pigmented,1,
Bluff Island,2024-08-05,4_5_m,T1,Porites aranetai / deformis,Large,Pigmented,1,
Bluff Island,2024-08-05,4_5_m,T2,Porites lutea,Medium,Pigmented,1,Video quality is terrible…
Bluff Island,2024-08-05,4_5_m,T2,Porites lutea,Medium,Partial bleached,2,
Bluff Island,2024-08-05,4_5_m,T2,Porites lutea,Small,Pigmented,4,
Bluff Island,2024-08-05,4_5_m,T2,Porites lutea,Small,Partial bleached,2,
Bluff Island,2024-08-05,4_5_m,T2,Platygyra carnosus / acuta,Medium,Partial bleached,2,
Bluff Island,2024-08-05,4_5_m,T2,Pavona decussata,Large,Pigmented,2,
Bluff Island,2024-08-05,4_5_m,T2,Pavona decussata,Medium,Pigmented,5,
Bluff Island,2024-08-05,4_5_m,T2,Pavona decussata,Medium,Partial bleached,1,
Bluff Island,2024-08-05,4_5_m,T2,Pavona decussata,Small,Pigmented,2,
Bluff Island,2024-08-05,4_5_m,T2,Pavona decussata,Small,Partial bleached,1,
Bluff Island,2024-08-05,4_5_m,T2,Dipsastraea rotumana / speciosa,Small,Bleached,1,
Bluff Island,2024-08-05,4_5_m,T2,Favites abdita or sp.,Medium,Partial bleached,1,
Bluff Island,2024-08-05,4_5_m,T2,Montipora peltiformis,Small,Pigmented,1,
Bluff Island,2024-08-05,4_5_m,T2,Acropora digitifera / tumida,Large,Pigmented,5,
Bluff Island,2024-08-05,4_5_m,T2,Acropora digitifera / tumida,Large,Partial bleached,1,
Bluff Island,2024-08-05,4_5_m,T2,Acropora digitifera / tumida,Medium,Pigmented,9,
Bluff Island,2024-08-05,4_5_m,T2,Acropora digitifera / tumida,Medium,Partial bleached,6,
Bluff Island,2024-08-05,4_5_m,T2,Acropora digitifera / tumida,Small,Pigmented,21,
Bluff Island,2024-08-05,4_5_m,T2,Acropora digitifera / tumida,Small,Partial bleached,6,
Bluff Island,2024-08-05,4_5_m,T2,Acropora pruniosa / solitiariensis,Large,Partial bleached,3,
Bluff Island,2024-08-05,4_5_m,T2,Acropora pruniosa / solitiariensis,Medium,Pigmented,1,
Bluff Island,2024-08-05,4_5_m,T2,Acropora pruniosa / solitiariensis,Medium,Partial bleached,5,
Bluff Island,2024-08-05,4_5_m,T2,Acropora pruniosa / solitiariensis,Small,Partial bleached,3,
Bluff Island,2024-08-05,4_5_m,T2,Porites aranetai / deformis,Large,Pigmented,1,
Bluff Island,2024-08-05,4_5_m,T2,Galaxea fascicularis / astreata,Large,Pigmented,1,"The green colony. In the beginning, it was added to Doubts Id folder, but now I know it is a Galaxea"
Bluff Island,2024-08-05,4_5_m,T2,Porites aranetai / deformis,Medium,Pigmented,2,
Bluff Island,2024-08-05,4_5_m,T3,Porites lutea,Small,Pigmented,1,Video quality is terrible… Light changing a lot. A site with pretty much only Sand and Sea Urchins
Bluff Island,2024-08-05,4_5_m,T3,Pavona decussata,Medium,Pigmented,1,"Because some sites have more corals than others, it is necessary to work with relative values"
Bluff Island,2024-08-05,4_5_m,T3,Pavona decussata,Small,Pigmented,1,
Bluff Island,2024-08-06,4_5_m,T3,Acropora digitifera / tumida,Small,Pigmented,2,
Bluff Island,2024-08-06,1_m,T1,Porites lutea,Medium,Pigmented,3,
Bluff Island,2024-08-06,1_m,T1,Porites lutea,Medium,Partial bleached,4,
Bluff Island,2024-08-06,1_m,T1,Porites lutea,Small,Pigmented,5,
Bluff Island,2024-08-06,1_m,T1,Platygyra carnosus / acuta,Large,Partial bleached,1,
Bluff Island,2024-08-06,1_m,T1,Platygyra carnosus / acuta,Large,Bleached,2,
Bluff Island,2024-08-06,1_m,T1,Platygyra carnosus / acuta,Medium,Pigmented,1,
Bluff Island,2024-08-06,1_m,T1,Platygyra carnosus / acuta,Medium,Partial bleached,4,
Bluff Island,2024-08-06,1_m,T1,Platygyra carnosus / acuta,Medium,Bleached,1,
Bluff Island,2024-08-06,1_m,T1,Platygyra carnosus / acuta,Small,Pigmented,1,
Bluff Island,2024-08-06,1_m,T1,Platygyra carnosus / acuta,Small,Partial bleached,4,
Bluff Island,2024-08-06,1_m,T1,Platygyra carnosus / acuta,Small,Bleached,7,
Bluff Island,2024-08-06,1_m,T1,Pavona decussata,Medium,Pigmented,1,
Bluff Island,2024-08-06,1_m,T1,Pavona decussata,Medium,Partial bleached,4,
Bluff Island,2024-08-06,1_m,T1,Pavona decussata,Medium,Bleached,1,
Bluff Island,2024-08-06,1_m,T1,Pavona decussata,Small,Pigmented,2,
Bluff Island,2024-08-06,1_m,T1,Pavona decussata,Small,Partial bleached,4,
Bluff Island,2024-08-06,1_m,T1,Pavona decussata,Small,Bleached,3,
